Route,Score,End,End Exit Volume,Start,End Clean
"['Oxford Circus', '[TRANSFER→]Green Park', '[TRANSFER→]Piccadilly Circus', 'Charing Cross LU', '[TRANSFER→]Piccadilly Circus', 'Green Park']",279345.88028336485,Green Park,50979.93327935799,Oxford Circus,Green Park
"['Liverpool Street LU', '[TRANSFER→]Moorgate', 'Old Street', '[TRANSFER→]Moorgate', '[TRANSFER→]Bank and Monument', 'London Bridge LU']",278677.45908420905,London Bridge LU,79888.75974908941,Liverpool Street LU,London Bridge LU
"['Bank and Monument', '[TRANSFER→]Waterloo LU', 'Southwark', '[TRANSFER→]London Bridge LU', 'Bermondsey', 'London Bridge LU']",273764.9794232975,London Bridge LU,79888.75974908941,Bank and Monument,London Bridge LU
"['Waterloo LU', 'Southwark', '[TRANSFER→]London Bridge LU', 'Bermondsey', 'London Bridge LU', '[TRANSFER→]Bank and Monument']",273764.9794232975,London Bridge LU,79888.75974908941,Waterloo LU,London Bridge LU
"['London Bridge LU', 'Southwark', '[TRANSFER→]Waterloo LU', 'Embankment', '[TRANSFER→]Charing Cross LU', 'Piccadilly Circus']",272437.2119123837,Piccadilly Circus,43397.76087515598,London Bridge LU,Piccadilly Circus
"[""King's Cross St. Pancras"", '[TRANSFER→]Euston LU', 'Camden Town (High Barnet)', 'Mornington Crescent', 'Camden Town (Edgware)', 'Euston LU']",270687.5848922444,Euston LU,51663.66156684396,King's Cross St. Pancras,Euston LU
"['Victoria LU', '[TRANSFER→]Green Park', 'Piccadilly Circus', 'Leicester Square', '[TRANSFER→]Tottenham Court Road', '[TRANSFER→]Bond Street']",267483.46573029005,Leicester Square,45573.94756963399,Victoria LU,Leicester Square
"['Oxford Circus', 'Piccadilly Circus', 'Leicester Square', '[TRANSFER→]Tottenham Court Road', '[TRANSFER→]Holborn', '[TRANSFER→]Tottenham Court Road']",267483.46573029005,Leicester Square,45573.94756963399,Oxford Circus,Leicester Square
"['Tottenham Court Road', 'Leicester Square', 'Piccadilly Circus', '[TRANSFER→]Oxford Circus', '[TRANSFER→]Green Park', '[TRANSFER→]Westminster']",267483.46573029005,Piccadilly Circus,43397.76087515598,Tottenham Court Road,Piccadilly Circus
"['Bond Street', '[TRANSFER→]Tottenham Court Road', '[TRANSFER→]Leicester Square', '[TRANSFER→]Charing Cross LU', 'Leicester Square', 'Piccadilly Circus']",267483.46573029005,Piccadilly Circus,43397.76087515598,Bond Street,Piccadilly Circus
"['Green Park', '[TRANSFER→]Piccadilly Circus', 'Leicester Square', 'Piccadilly Circus', '[TRANSFER→]Oxford Circus', '[TRANSFER→]Bond Street']",267483.46573029005,Piccadilly Circus,43397.76087515598,Green Park,Piccadilly Circus
"['Bond Street', '[TRANSFER→]Green Park', 'Piccadilly Circus', 'Leicester Square', '[TRANSFER→]Tottenham Court Road', '[TRANSFER→]Oxford Circus']",267483.46573029005,Leicester Square,45573.94756963399,Bond Street,Leicester Square
"['Victoria LU', '[TRANSFER→]Green Park', '[TRANSFER→]Bond Street', '[TRANSFER→]Oxford Circus', 'Piccadilly Circus', 'Leicester Square']",267483.46573029005,Leicester Square,45573.94756963399,Victoria LU,Leicester Square
"[""King's Cross St. Pancras"", '[TRANSFER→]Farringdon', '[TRANSFER→]Tottenham Court Road', 'Leicester Square', '[TRANSFER→]Charing Cross LU', 'Piccadilly Circus']",267483.46573029005,Piccadilly Circus,43397.76087515598,King's Cross St. Pancras,Piccadilly Circus
"['Victoria LU', '[TRANSFER→]Green Park', 'Piccadilly Circus', 'Leicester Square', '[TRANSFER→]Tottenham Court Road', '[TRANSFER→]Farringdon']",267483.46573029005,Leicester Square,45573.94756963399,Victoria LU,Leicester Square
"['Green Park', 'Piccadilly Circus', 'Leicester Square', '[TRANSFER→]Tottenham Court Road', '[TRANSFER→]Holborn', '[TRANSFER→]Tottenham Court Road']",267483.46573029005,Leicester Square,45573.94756963399,Green Park,Leicester Square
"['Victoria LU', '[TRANSFER→]Green Park', '[TRANSFER→]Piccadilly Circus', 'Leicester Square', '[TRANSFER→]Charing Cross LU', 'Piccadilly Circus']",267483.46573029005,Piccadilly Circus,43397.76087515598,Victoria LU,Piccadilly Circus
"['Farringdon', '[TRANSFER→]Liverpool Street LU', '[TRANSFER→]Whitechapel', '[TRANSFER→]Liverpool Street LU', 'Bethnal Green LU', 'Liverpool Street LU']",265950.82687342935,Liverpool Street LU,74058.98826547644,Farringdon,Liverpool Street LU
"['Stratford', '[TRANSFER→]Mile End', 'Bethnal Green LU', 'Liverpool Street LU', '[TRANSFER→]Aldgate', '[TRANSFER→]Tower Hill']",265950.82687342935,Liverpool Street LU,74058.98826547644,Stratford,Liverpool Street LU
"['Stratford', '[TRANSFER→]Mile End', 'Bethnal Green LU', 'Liverpool Street LU', '[TRANSFER→]Farringdon', '[TRANSFER→]Tottenham Court Road']",265950.82687342935,Liverpool Street LU,74058.98826547644,Stratford,Liverpool Street LU
"['Tottenham Court Road', '[TRANSFER→]Farringdon', '[TRANSFER→]Liverpool Street LU', 'Bethnal Green LU', 'Liverpool Street LU', '[TRANSFER→]Bank and Monument']",265950.82687342935,Liverpool Street LU,74058.98826547644,Tottenham Court Road,Liverpool Street LU
"['Liverpool Street LU', '[TRANSFER→]Bank and Monument', 'Moorgate', 'Barbican', 'Farringdon', '[TRANSFER→]Tottenham Court Road']",264541.9656166518,Farringdon,64227.32263564517,Liverpool Street LU,Farringdon
"['Waterloo LU', 'Southwark', '[TRANSFER→]London Bridge LU', 'Borough', 'London Bridge LU', '[TRANSFER→]Bank and Monument']",263220.46785000025,London Bridge LU,79888.75974908941,Waterloo LU,London Bridge LU
"[""King's Cross St. Pancras"", 'Euston LU', '[TRANSFER→]Warren Street', '[TRANSFER→]Oxford Circus', '[TRANSFER→]Warren Street', '[TRANSFER→]Oxford Circus']",261596.84840830642,Euston LU,51663.66156684396,King's Cross St. Pancras,Euston LU
"['Bond Street', '[TRANSFER→]Tottenham Court Road', '[TRANSFER→]Oxford Circus', '[TRANSFER→]Warren Street', 'Euston LU', '[TRANSFER→]Warren Street']",261596.84840830642,Euston LU,51663.66156684396,Bond Street,Euston LU
"[""King's Cross St. Pancras"", 'Euston LU', '[TRANSFER→]Warren Street', '[TRANSFER→]Oxford Circus', '[TRANSFER→]Tottenham Court Road', '[TRANSFER→]Farringdon']",261596.84840830642,Euston LU,51663.66156684396,King's Cross St. Pancras,Euston LU
"[""King's Cross St. Pancras"", '[TRANSFER→]Euston LU', '[TRANSFER→]Warren Street', 'Euston LU', '[TRANSFER→]Warren Street', '[TRANSFER→]Oxford Circus']",261596.84840830642,Euston LU,51663.66156684396,King's Cross St. Pancras,Euston LU
"['Waterloo LU', 'Southwark', '[TRANSFER→]London Bridge LU', 'Bermondsey', 'Canada Water', 'Canary Wharf LU']",261585.74503434272,Canary Wharf LU,46399.37243550953,Waterloo LU,Canary Wharf LU
"[""King's Cross St. Pancras"", 'Angel', 'Old Street', '[TRANSFER→]Moorgate', 'Barbican', 'Farringdon']",259697.36591776175,Farringdon,64227.32263564517,King's Cross St. Pancras,Farringdon
"['Bond Street', '[TRANSFER→]Baker Street', 'Edgware Road (DIS)', '[TRANSFER→]Paddington TfL', 'Acton Main Line', 'Paddington TfL']",259042.50745664167,Paddington TfL,81178.24734898907,Bond Street,Paddington TfL
"['Tottenham Court Road', '[TRANSFER→]Bond Street', 'Marble Arch', 'Bond Street', '[TRANSFER→]Green Park', '[TRANSFER→]Piccadilly Circus']",258427.36409415945,Bond Street,65259.91811015903,Tottenham Court Road,Bond Street
"['Paddington TfL', '[TRANSFER→]Bond Street', 'Marble Arch', 'Bond Street', '[TRANSFER→]Tottenham Court Road', '[TRANSFER→]Farringdon']",258427.36409415945,Bond Street,65259.91811015903,Paddington TfL,Bond Street
"['Green Park', '[TRANSFER→]Oxford Circus', '[TRANSFER→]Bond Street', 'Marble Arch', 'Bond Street', '[TRANSFER→]Tottenham Court Road']",258427.36409415945,Bond Street,65259.91811015903,Green Park,Bond Street
"['London Bridge LU', 'Southwark', '[TRANSFER→]Waterloo LU', '[TRANSFER→]Westminster', 'Green Park', '[TRANSFER→]Victoria LU']",256663.79239719125,Green Park,50979.93327935799,London Bridge LU,Green Park
"['Canary Wharf LU', '[TRANSFER→]Canada Water', 'Bermondsey', 'London Bridge LU', '[TRANSFER→]Bank and Monument', '[TRANSFER→]Cannon Street LU']",252637.47531430633,London Bridge LU,79888.75974908941,Canary Wharf LU,London Bridge LU
"['Canary Wharf LU', '[TRANSFER→]Canada Water', '[TRANSFER→]Surrey Quays', '[TRANSFER→]Canada Water', 'Bermondsey', 'London Bridge LU']",252637.47531430633,London Bridge LU,79888.75974908941,Canary Wharf LU,London Bridge LU
"['Canary Wharf LU', '[TRANSFER→]Canada Water', 'Bermondsey', 'London Bridge LU', '[TRANSFER→]Southwark', '[TRANSFER→]Waterloo LU']",252637.47531430633,London Bridge LU,79888.75974908941,Canary Wharf LU,London Bridge LU
"['Canary Wharf LU', '[TRANSFER→]Canada Water', 'Bermondsey', 'London Bridge LU', '[TRANSFER→]Bank and Monument', '[TRANSFER→]Waterloo LU']",252637.47531430633,London Bridge LU,79888.75974908941,Canary Wharf LU,London Bridge LU
"['London Bridge LU', '[TRANSFER→]Southwark', '[TRANSFER→]Waterloo LU', 'Embankment', '[TRANSFER→]Charing Cross LU', 'Piccadilly Circus']",251309.70780339243,Piccadilly Circus,43397.76087515598,London Bridge LU,Piccadilly Circus
"['Waterloo LU', 'Westminster', '[TRANSFER→]Green Park', '[TRANSFER→]Piccadilly Circus', '[TRANSFER→]Charing Cross LU', 'Piccadilly Circus']",250695.354510696,Piccadilly Circus,43397.76087515598,Waterloo LU,Piccadilly Circus
"['Waterloo LU', '[TRANSFER→]Southwark', '[TRANSFER→]London Bridge LU', 'Southwark', 'London Bridge LU', '[TRANSFER→]Bank and Monument']",250327.12563637024,London Bridge LU,79888.75974908941,Waterloo LU,London Bridge LU
"['Waterloo LU', 'Southwark', '[TRANSFER→]London Bridge LU', '[TRANSFER→]Bank and Monument', 'London Bridge LU', '[TRANSFER→]Bank and Monument']",250327.12563637024,London Bridge LU,79888.75974908941,Waterloo LU,London Bridge LU
"['Waterloo LU', 'Southwark', 'London Bridge LU', '[TRANSFER→]Bank and Monument', '[TRANSFER→]Shadwell DLR', '[TRANSFER→]Tower Gateway']",250327.12563637024,London Bridge LU,79888.75974908941,Waterloo LU,London Bridge LU
"['Waterloo LU', 'Southwark', 'London Bridge LU', '[TRANSFER→]Bank and Monument', '[TRANSFER→]Moorgate', '[TRANSFER→]Old Street']",250327.12563637024,London Bridge LU,79888.75974908941,Waterloo LU,London Bridge LU
"['Waterloo LU', 'Southwark', 'London Bridge LU', '[TRANSFER→]Bank and Monument', '[TRANSFER→]Liverpool Street LU', '[TRANSFER→]Whitechapel']",250327.12563637024,London Bridge LU,79888.75974908941,Waterloo LU,London Bridge LU
"['Waterloo LU', 'Southwark', 'London Bridge LU', '[TRANSFER→]Bank and Monument', '[TRANSFER→]Moorgate', '[TRANSFER→]Liverpool Street LU']",250327.12563637024,London Bridge LU,79888.75974908941,Waterloo LU,London Bridge LU
"['Bank and Monument', '[TRANSFER→]London Bridge LU', '[TRANSFER→]Southwark', '[TRANSFER→]London Bridge LU', 'Southwark', 'London Bridge LU']",250327.12563637024,London Bridge LU,79888.75974908941,Bank and Monument,London Bridge LU
"['Bond Street', '[TRANSFER→]Paddington TfL', '[TRANSFER→]Edgware Road (Bak)', 'Marylebone LU', 'Edgware Road (Bak)', 'Paddington TfL']",250036.15952470835,Paddington TfL,81178.24734898907,Bond Street,Paddington TfL
"['Bond Street', '[TRANSFER→]Baker Street', 'Marylebone LU', 'Edgware Road (Bak)', 'Paddington TfL', '[TRANSFER→]Edgware Road (DIS)']",250036.15952470835,Paddington TfL,81178.24734898907,Bond Street,Paddington TfL
"['Bond Street', '[TRANSFER→]Green Park', 'Hyde Park Corner', 'Green Park', '[TRANSFER→]Westminster', '[TRANSFER→]Embankment']",248753.26052218326,Green Park,50979.93327935799,Bond Street,Green Park
"['London Bridge LU', '[TRANSFER→]Southwark', '[TRANSFER→]Waterloo LU', 'Southwark', 'Waterloo LU', '[TRANSFER→]Embankment']",248458.4193861892,Waterloo LU,93112.82099030414,London Bridge LU,Waterloo LU
"['London Bridge LU', 'Southwark', '[TRANSFER→]Waterloo LU', '[TRANSFER→]Embankment', 'Waterloo LU', '[TRANSFER→]Bank and Monument']",248458.4193861892,Waterloo LU,93112.82099030414,London Bridge LU,Waterloo LU
"['London Bridge LU', 'Southwark', '[TRANSFER→]Waterloo LU', '[TRANSFER→]Embankment', '[TRANSFER→]Westminster', 'Waterloo LU']",248458.4193861892,Waterloo LU,93112.82099030414,London Bridge LU,Waterloo LU
"['London Bridge LU', 'Southwark', 'Waterloo LU', '[TRANSFER→]Bank and Monument', '[TRANSFER→]Cannon Street LU', '[TRANSFER→]Bank and Monument']",248458.4193861892,Waterloo LU,93112.82099030414,London Bridge LU,Waterloo LU
"['London Bridge LU', 'Southwark', 'Waterloo LU', '[TRANSFER→]Bank and Monument', '[TRANSFER→]Moorgate', '[TRANSFER→]Old Street']",248458.4193861892,Waterloo LU,93112.82099030414,London Bridge LU,Waterloo LU
"['London Bridge LU', 'Southwark', 'Waterloo LU', '[TRANSFER→]Westminster', '[TRANSFER→]Embankment', '[TRANSFER→]Westminster']",248458.4193861892,Waterloo LU,93112.82099030414,London Bridge LU,Waterloo LU
"['Bond Street', '[TRANSFER→]Baker Street', 'Marylebone LU', '[TRANSFER→]Baker Street', '[TRANSFER→]Edgware Road (DIS)', 'Paddington TfL']",238977.94617775833,Paddington TfL,81178.24734898907,Bond Street,Paddington TfL
"['Bond Street', '[TRANSFER→]Baker Street', 'Marylebone LU', '[TRANSFER→]Edgware Road (Bak)', 'Paddington TfL', '[TRANSFER→]Edgware Road (Bak)']",238977.94617775833,Paddington TfL,81178.24734898907,Bond Street,Paddington TfL
"[""King's Cross St. Pancras"", '[TRANSFER→]Euston LU', '[TRANSFER→]Warren Street', '[TRANSFER→]Oxford Circus', '[TRANSFER→]Piccadilly Circus', 'Green Park']",235536.28828820004,Green Park,50979.93327935799,King's Cross St. Pancras,Green Park
"['Victoria LU', 'Green Park', '[TRANSFER→]Oxford Circus', '[TRANSFER→]Tottenham Court Road', '[TRANSFER→]Leicester Square', '[TRANSFER→]Charing Cross LU']",235536.28828820004,Green Park,50979.93327935799,Victoria LU,Green Park
"['Victoria LU', '[TRANSFER→]Green Park', '[TRANSFER→]Bond Street', '[TRANSFER→]Oxford Circus', 'Green Park', '[TRANSFER→]Oxford Circus']",235536.28828820004,Green Park,50979.93327935799,Victoria LU,Green Park
"['Bond Street', '[TRANSFER→]Green Park', '[TRANSFER→]Westminster', '[TRANSFER→]Green Park', '[TRANSFER→]Piccadilly Circus', 'Green Park']",235536.28828820004,Green Park,50979.93327935799,Bond Street,Green Park
"['Bond Street', '[TRANSFER→]Tottenham Court Road', '[TRANSFER→]Oxford Circus', '[TRANSFER→]Green Park', '[TRANSFER→]Westminster', 'Green Park']",235536.28828820004,Green Park,50979.93327935799,Bond Street,Green Park
"['Oxford Circus', '[TRANSFER→]Piccadilly Circus', 'Green Park', '[TRANSFER→]Bond Street', '[TRANSFER→]Paddington TfL', '[TRANSFER→]Bond Street']",235536.28828820004,Green Park,50979.93327935799,Oxford Circus,Green Park
"['Tottenham Court Road', '[TRANSFER→]Oxford Circus', '[TRANSFER→]Bond Street', '[TRANSFER→]Oxford Circus', 'Green Park', '[TRANSFER→]Oxford Circus']",235536.28828820004,Green Park,50979.93327935799,Tottenham Court Road,Green Park
"['Victoria LU', '[TRANSFER→]Green Park', '[TRANSFER→]Westminster', 'Green Park', '[TRANSFER→]Bond Street', '[TRANSFER→]Tottenham Court Road']",235536.28828820004,Green Park,50979.93327935799,Victoria LU,Green Park
"['Piccadilly Circus', 'Green Park', '[TRANSFER→]Westminster', '[TRANSFER→]Embankment', '[TRANSFER→]Waterloo LU', '[TRANSFER→]Embankment']",235536.28828820004,Green Park,50979.93327935799,Piccadilly Circus,Green Park
"['Waterloo LU', '[TRANSFER→]Embankment', '[TRANSFER→]Westminster', 'Green Park', '[TRANSFER→]Piccadilly Circus', '[TRANSFER→]Leicester Square']",235536.28828820004,Green Park,50979.93327935799,Waterloo LU,Green Park
"['Waterloo LU', '[TRANSFER→]Westminster', 'Green Park', '[TRANSFER→]Piccadilly Circus', '[TRANSFER→]Charing Cross LU', '[TRANSFER→]Leicester Square']",235536.28828820004,Green Park,50979.93327935799,Waterloo LU,Green Park
"['Piccadilly Circus', 'Charing Cross LU', '[TRANSFER→]Leicester Square', 'Covent Garden', 'Leicester Square', '[TRANSFER→]Tottenham Court Road']",233436.4194423192,Leicester Square,45573.94756963399,Piccadilly Circus,Leicester Square
"[""King's Cross St. Pancras"", '[TRANSFER→]Farringdon', 'Liverpool Street LU', '[TRANSFER→]Moorgate', '[TRANSFER→]Old Street', '[TRANSFER→]Moorgate']",232179.179066204,Liverpool Street LU,74058.98826547644,King's Cross St. Pancras,Liverpool Street LU
"['Victoria LU', '[TRANSFER→]Green Park', '[TRANSFER→]Westminster', '[TRANSFER→]Waterloo LU', '[TRANSFER→]Bank and Monument', 'Liverpool Street LU']",232179.179066204,Liverpool Street LU,74058.98826547644,Victoria LU,Liverpool Street LU
"[""King's Cross St. Pancras"", '[TRANSFER→]Farringdon', '[TRANSFER→]Liverpool Street LU', '[TRANSFER→]Aldgate East', 'Liverpool Street LU', '[TRANSFER→]Aldgate']",232179.179066204,Liverpool Street LU,74058.98826547644,King's Cross St. Pancras,Liverpool Street LU
"['Leicester Square', '[TRANSFER→]Tottenham Court Road', '[TRANSFER→]Farringdon', 'Liverpool Street LU', '[TRANSFER→]Moorgate', '[TRANSFER→]Old Street']",232179.179066204,Liverpool Street LU,74058.98826547644,Leicester Square,Liverpool Street LU
"['Tottenham Court Road', '[TRANSFER→]Farringdon', ""[TRANSFER→]King's Cross St. Pancras"", '[TRANSFER→]Farringdon', 'Liverpool Street LU', '[TRANSFER→]Farringdon']",232179.179066204,Liverpool Street LU,74058.98826547644,Tottenham Court Road,Liverpool Street LU
"['Waterloo LU', '[TRANSFER→]Bank and Monument', 'Liverpool Street LU', '[TRANSFER→]Farringdon', ""[TRANSFER→]King's Cross St. Pancras"", '[TRANSFER→]Euston Square']",232179.179066204,Liverpool Street LU,74058.98826547644,Waterloo LU,Liverpool Street LU
"[""King's Cross St. Pancras"", '[TRANSFER→]Farringdon', '[TRANSFER→]Liverpool Street LU', '[TRANSFER→]Aldgate East', 'Liverpool Street LU', '[TRANSFER→]Moorgate']",232179.179066204,Liverpool Street LU,74058.98826547644,King's Cross St. Pancras,Liverpool Street LU
"['Oxford Circus', 'Bond Street', '[TRANSFER→]Paddington TfL', '[TRANSFER→]Edgware Road (Bak)', '[TRANSFER→]Paddington TfL', '[TRANSFER→]Edgware Road (DIS)']",230490.68873159,Bond Street,65259.91811015903,Oxford Circus,Bond Street
